"Book"	"name"	"author"	"language"	"wikiLink"	"authorName"	"authorWikiLink"
"http://dbpedia.org/resource/Red_Lights_(novel)"	"Red Lights"	"http://dbpedia.org/resource/Georges_Simenon"	"http://dbpedia.org/resource/French_language"	"http://en.wikipedia.org/wiki/Red_Lights_(novel)?oldid=587063363"	"Georges Simenon"	"http://en.wikipedia.org/wiki/Georges_Simenon?oldid=606169551"
"http://dbpedia.org/resource/Red_Lights_(novel)"	"Feux rouges"	"http://dbpedia.org/resource/Georges_Simenon"	"http://dbpedia.org/resource/French_language"	"http://en.wikipedia.org/wiki/Red_Lights_(novel)?oldid=587063363"	"Georges Simenon"	"http://en.wikipedia.org/wiki/Georges_Simenon?oldid=606169551"
"http://dbpedia.org/resource/Red_Lights_(novel)"	"Red Lights"	"http://dbpedia.org/resource/Georges_Simenon"	"http://dbpedia.org/resource/French_language"	"http://en.wikipedia.org/wiki/Red_Lights_(novel)?oldid=587063363"	"Simenon, Georges"	"http://en.wikipedia.org/wiki/Georges_Simenon?oldid=606169551"
"http://dbpedia.org/resource/Red_Lights_(novel)"	"Feux rouges"	"http://dbpedia.org/resource/Georges_Simenon"	"http://dbpedia.org/resource/French_language"	"http://en.wikipedia.org/wiki/Red_Lights_(novel)?oldid=587063363"	"Simenon, Georges"	"http://en.wikipedia.org/wiki/Georges_Simenon?oldid=606169551"
"http://dbpedia.org/resource/12th_of_Never_(novel)"	"12th of Never"	"http://dbpedia.org/resource/James_Patterson"	"http://dbpedia.org/resource/American_English"	"http://en.wikipedia.org/wiki/12th_of_Never_(novel)?oldid=591787019"	"James Patterson"	"http://en.wikipedia.org/wiki/James_Patterson?oldid=605742207"
"http://dbpedia.org/resource/12th_of_Never_(novel)"	"12th of Never"	"http://dbpedia.org/resource/James_Patterson"	"http://dbpedia.org/resource/American_English"	"http://en.wikipedia.org/wiki/12th_of_Never_(novel)?oldid=591787019"	"Patterson, James"	"http://en.wikipedia.org/wiki/James_Patterson?oldid=605742207"
"http://dbpedia.org/resource/1969:_The_Year_Everything_Changed"	"1969: The Year Everything Changed"	"http://dbpedia.org/resource/Rob_Kirkpatrick"	"English"	"http://en.wikipedia.org/wiki/1969:_The_Year_Everything_Changed?oldid=605540174"	"Rob Kirkpatrick"	"http://en.wikipedia.org/wiki/Rob_Kirkpatrick?oldid=602832331"
"http://dbpedia.org/resource/1969:_The_Year_Everything_Changed"	"1969: The Year Everything Changed"	"http://dbpedia.org/resource/Rob_Kirkpatrick"	"English"	"http://en.wikipedia.org/wiki/1969:_The_Year_Everything_Changed?oldid=605540174"	"Kirkpatrick, Rob"	"http://en.wikipedia.org/wiki/Rob_Kirkpatrick?oldid=602832331"
"http://dbpedia.org/resource/A_Kiss_Before_Dying_(novel)"	"A Kiss Before Dying"	"http://dbpedia.org/resource/Ira_Levin"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(novel)?oldid=605803787"	"Ira Levin"	"http://en.wikipedia.org/wiki/Ira_Levin?oldid=606311299"
"http://dbpedia.org/resource/A_Kiss_Before_Dying_(novel)"	"Kiss Before Dying"	"http://dbpedia.org/resource/Ira_Levin"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(novel)?oldid=605803787"	"Ira Levin"	"http://en.wikipedia.org/wiki/Ira_Levin?oldid=606311299"
"http://dbpedia.org/resource/A_Kiss_Before_Dying_(novel)"	"A Kiss Before Dying"	"http://dbpedia.org/resource/Ira_Levin"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(novel)?oldid=605803787"	"Levin, Ira"	"http://en.wikipedia.org/wiki/Ira_Levin?oldid=606311299"
"http://dbpedia.org/resource/A_Kiss_Before_Dying_(novel)"	"Kiss Before Dying"	"http://dbpedia.org/resource/Ira_Levin"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(novel)?oldid=605803787"	"Levin, Ira"	"http://en.wikipedia.org/wiki/Ira_Levin?oldid=606311299"
"http://dbpedia.org/resource/A_Matter_of_Honour"	"A Matter of Honour"	"http://dbpedia.org/resource/Jeffrey_Archer"	"English"	"http://en.wikipedia.org/wiki/A_Matter_of_Honour?oldid=594734992"	"Archer, Jeffrey Howard"	"http://en.wikipedia.org/wiki/Jeffrey_Archer?oldid=606228342"
"http://dbpedia.org/resource/A_Matter_of_Honour"	"A Matter of Honour"	"http://dbpedia.org/resource/Jeffrey_Archer"	"English"	"http://en.wikipedia.org/wiki/A_Matter_of_Honour?oldid=594734992"	"The Lord Archer"	"http://en.wikipedia.org/wiki/Jeffrey_Archer?oldid=606228342"
"http://dbpedia.org/resource/A_Matter_of_Honour"	"A Matter of Honour"	"http://dbpedia.org/resource/Jeffrey_Archer"	"English"	"http://en.wikipedia.org/wiki/A_Matter_of_Honour?oldid=594734992"	"of Weston-super-Mare"	"http://en.wikipedia.org/wiki/Jeffrey_Archer?oldid=606228342"
"http://dbpedia.org/resource/A_Matter_of_Honour"	"A Matter of Honour"	"http://dbpedia.org/resource/Jeffrey_Archer"	"English"	"http://en.wikipedia.org/wiki/A_Matter_of_Honour?oldid=594734992"	"Jeffrey Howard Archer"	"http://en.wikipedia.org/wiki/Jeffrey_Archer?oldid=606228342"
"http://dbpedia.org/resource/A_New_Life_(novel)"	"A New Life"	"http://dbpedia.org/resource/Bernard_Malamud"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_New_Life_(novel)?oldid=595878798"	"Bernard Malamud"	"http://en.wikipedia.org/wiki/Bernard_Malamud?oldid=605370545"
"http://dbpedia.org/resource/A_New_Life_(novel)"	"A New Life"	"http://dbpedia.org/resource/Bernard_Malamud"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_New_Life_(novel)?oldid=595878798"	"Malamud, Bernard"	"http://en.wikipedia.org/wiki/Bernard_Malamud?oldid=605370545"
"http://dbpedia.org/resource/A_Passionate_Pilgrim"	"A Passionate Pilgrim"	"http://dbpedia.org/resource/Henry_James"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Passionate_Pilgrim?oldid=592286764"	"Henry James"	"http://en.wikipedia.org/wiki/Henry_James?oldid=605334369"
"http://dbpedia.org/resource/A_Passionate_Pilgrim"	"A Passionate Pilgrim"	"http://dbpedia.org/resource/Henry_James"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/A_Passionate_Pilgrim?oldid=592286764"	"James, Henry"	"http://en.wikipedia.org/wiki/Henry_James?oldid=605334369"
"http://dbpedia.org/resource/A_Treatise_on_Money"	"A Treatise on Money"	"http://dbpedia.org/resource/John_Maynard_Keynes"	"English"	"http://en.wikipedia.org/wiki/A_Treatise_on_Money?oldid=593394161"	"John Maynard Keynes"	"http://en.wikipedia.org/wiki/John_Maynard_Keynes?oldid=605667551"
"http://dbpedia.org/resource/A_Treatise_on_Money"	"A Treatise on Money"	"http://dbpedia.org/resource/John_Maynard_Keynes"	"English"	"http://en.wikipedia.org/wiki/A_Treatise_on_Money?oldid=593394161"	"Keynes, John Maynard, 1st Baron Keynes"	"http://en.wikipedia.org/wiki/John_Maynard_Keynes?oldid=605667551"
"http://dbpedia.org/resource/About_Us_(novel)"	"About Us"	"http://dbpedia.org/resource/Chester_Aaron"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/About_Us_(novel)?oldid=550396033"	"Chester Aaron"	"http://en.wikipedia.org/wiki/Chester_Aaron?oldid=603469316"
"http://dbpedia.org/resource/About_Us_(novel)"	"About Us"	"http://dbpedia.org/resource/Chester_Aaron"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/About_Us_(novel)?oldid=550396033"	"Aaron, Chester"	"http://en.wikipedia.org/wiki/Chester_Aaron?oldid=603469316"
"http://dbpedia.org/resource/Accident_(novel)"	"Accident"	"http://dbpedia.org/resource/Danielle_Steel"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Accident_(novel)?oldid=604852459"	"Danielle Fernandes Dominique Schuelein-Steel"	"http://en.wikipedia.org/wiki/Danielle_Steel?oldid=599688653"
"http://dbpedia.org/resource/Accident_(novel)"	"Accident"	"http://dbpedia.org/resource/Danielle_Steel"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Accident_(novel)?oldid=604852459"	"Danielle Steel"	"http://en.wikipedia.org/wiki/Danielle_Steel?oldid=599688653"
"http://dbpedia.org/resource/Accident_(novel)"	"Accident"	"http://dbpedia.org/resource/Danielle_Steel"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Accident_(novel)?oldid=604852459"	"Schuelein-Steel, Danielle Fernandes Dominique"	"http://en.wikipedia.org/wiki/Danielle_Steel?oldid=599688653"
"http://dbpedia.org/resource/Across_the_Universe_(Star_Trek)"	"Across the Universe"	"http://dbpedia.org/resource/George_Zebrowski"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Across_the_Universe_(Star_Trek)?oldid=583978520"	"George Zebrowski"	"http://en.wikipedia.org/wiki/George_Zebrowski?oldid=585777397"
"http://dbpedia.org/resource/Across_the_Universe_(Star_Trek)"	"Across the Universe"	"http://dbpedia.org/resource/George_Zebrowski"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Across_the_Universe_(Star_Trek)?oldid=583978520"	"Zebrowski, George"	"http://en.wikipedia.org/wiki/George_Zebrowski?oldid=585777397"
"http://dbpedia.org/resource/Across_the_Universe_(novel)"	"Across the Universe"	"http://dbpedia.org/resource/Beth_Revis"	"English"	"http://en.wikipedia.org/wiki/Across_the_Universe_(novel)?oldid=603901258"	"Beth Revis"	"http://en.wikipedia.org/wiki/Beth_Revis?oldid=603930792"
"http://dbpedia.org/resource/Across_the_Universe_(novel)"	"Across the Universe"	"http://dbpedia.org/resource/Beth_Revis"	"English"	"http://en.wikipedia.org/wiki/Across_the_Universe_(novel)?oldid=603901258"	"Revis, Beth"	"http://en.wikipedia.org/wiki/Beth_Revis?oldid=603930792"
"http://dbpedia.org/resource/After_Dark_(novel)"	"Afutā Dāku"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"Haruki Murakami"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/After_Dark_(novel)"	"after dark"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"Haruki Murakami"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/After_Dark_(novel)"	"Afutā Dāku"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"Murakami, Haruki"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/After_Dark_(novel)"	"after dark"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"Murakami, Haruki"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/After_Dark_(novel)"	"Afutā Dāku"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"村上&emsp;春樹"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/After_Dark_(novel)"	"after dark"	"http://dbpedia.org/resource/Haruki_Murakami"	"http://dbpedia.org/resource/Japanese_language"	"http://en.wikipedia.org/wiki/After_Dark_(novel)?oldid=600424868"	"村上&emsp;春樹"	"http://en.wikipedia.org/wiki/Haruki_Murakami?oldid=605947101"
"http://dbpedia.org/resource/Agent_13:_The_Invisible_Empire"	"The Invisible Empire"	"http://dbpedia.org/resource/Flint_Dille"	"English"	"http://en.wikipedia.org/wiki/Agent_13:_The_Invisible_Empire?oldid=544687050"	"Flint Dille"	"http://en.wikipedia.org/wiki/Flint_Dille?oldid=604093937"
"http://dbpedia.org/resource/Agent_13:_The_Invisible_Empire"	"The Invisible Empire"	"http://dbpedia.org/resource/Flint_Dille"	"English"	"http://en.wikipedia.org/wiki/Agent_13:_The_Invisible_Empire?oldid=544687050"	"Dille, Flint"	"http://en.wikipedia.org/wiki/Flint_Dille?oldid=604093937"
"http://dbpedia.org/resource/Agent_13:_The_Invisible_Empire"	"The Invisible Empire"	"http://dbpedia.org/resource/David_Marconi"	"English"	"http://en.wikipedia.org/wiki/Agent_13:_The_Invisible_Empire?oldid=544687050"	"David Marconi"	"http://en.wikipedia.org/wiki/David_Marconi?oldid=601159349"
"http://dbpedia.org/resource/Agent_13:_The_Invisible_Empire"	"The Invisible Empire"	"http://dbpedia.org/resource/David_Marconi"	"English"	"http://en.wikipedia.org/wiki/Agent_13:_The_Invisible_Empire?oldid=544687050"	"Marconi, David"	"http://en.wikipedia.org/wiki/David_Marconi?oldid=601159349"
"http://dbpedia.org/resource/All_the_King's_Men"	"All the King's Men"	"http://dbpedia.org/resource/Robert_Penn_Warren"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/All_the_King's_Men?oldid=605979462"	"Robert Penn Warren"	"http://en.wikipedia.org/wiki/Robert_Penn_Warren?oldid=605465214"
"http://dbpedia.org/resource/All_the_King's_Men"	"All the King's Men"	"http://dbpedia.org/resource/Robert_Penn_Warren"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/All_the_King's_Men?oldid=605979462"	"Warren, Robert Penn"	"http://en.wikipedia.org/wiki/Robert_Penn_Warren?oldid=605465214"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Brendan Hay"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Brendan Hay"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Brendan Hay"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Hay, Brendan"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Hay, Brendan"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Brendan_Hay"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Hay, Brendan"	"http://en.wikipedia.org/wiki/Brendan_Hay?oldid=604213805"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Steve Bodow"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Steve Bodow"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Steve Bodow"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Bodow, Steve"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Bodow, Steve"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Steve_Bodow"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Bodow, Steve"	"http://en.wikipedia.org/wiki/Steve_Bodow?oldid=579565380"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Javerbaum, David"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Javerbaum, David"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Javerbaum, David"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"David Javerbaum"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"David Javerbaum"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/David_Javerbaum"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"David Javerbaum"	"http://en.wikipedia.org/wiki/David_Javerbaum?oldid=601904127"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Colbert, Stephen Tyrone"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Colbert, Stephen Tyrone"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Colbert, Stephen Tyrone"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Tyrone Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Tyrone Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Stephen_Colbert"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Stephen Tyrone Colbert"	"http://en.wikipedia.org/wiki/Stephen_Colbert?oldid=606306599"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Eric Drysdale"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Eric Drysdale"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Eric Drysdale"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/America_(The_Book)"	"America (The Book)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Drysdale, Eric"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/America_(The_Book)"	"(A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Drysdale, Eric"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/America_(The_Book)"	"America (the Book) Teacher's Edition: (A Citizen's Guide to Democracy Inaction)"	"http://dbpedia.org/resource/Eric_Drysdale"	"English"	"http://en.wikipedia.org/wiki/America_(The_Book)?oldid=606008119"	"Drysdale, Eric"	"http://en.wikipedia.org/wiki/Eric_Drysdale?oldid=602358889"
"http://dbpedia.org/resource/An_American_Life"	"An American Life"	"http://dbpedia.org/resource/Ronald_Reagan"	"English"	"http://en.wikipedia.org/wiki/An_American_Life?oldid=604538844"	"Reagan, Ronald Wilson"	"http://en.wikipedia.org/wiki/Ronald_Reagan?oldid=606717273"
"http://dbpedia.org/resource/An_American_Life"	"An American Life"	"http://dbpedia.org/resource/Ronald_Reagan"	"English"	"http://en.wikipedia.org/wiki/An_American_Life?oldid=604538844"	"Ronald Wilson Reagan"	"http://en.wikipedia.org/wiki/Ronald_Reagan?oldid=606717273"
"http://dbpedia.org/resource/Angel_Light_(novel)"	"Angel Light"	"http://dbpedia.org/resource/Andrew_Greeley"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Angel_Light_(novel)?oldid=579606167"	"Andrew Greeley"	"http://en.wikipedia.org/wiki/Andrew_Greeley?oldid=606104264"
"http://dbpedia.org/resource/Angel_Light_(novel)"	"Angel Light"	"http://dbpedia.org/resource/Andrew_Greeley"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Angel_Light_(novel)?oldid=579606167"	"Greeley, Andrew M."	"http://en.wikipedia.org/wiki/Andrew_Greeley?oldid=606104264"
"http://dbpedia.org/resource/Angel_Light_(novel)"	"Angel Light"	"http://dbpedia.org/resource/Andrew_Greeley"	"http://dbpedia.org/resource/English_language"	"http://en.wikipedia.org/wiki/Angel_Light_(novel)?oldid=579606167"	"Andrew M. Greeley"	"http://en.wikipedia.org/wiki/Andrew_Greeley?oldid=606104264"
"http://dbpedia.org/resource/Arabella_(novel)"	"Arabella"	"http://dbpedia.org/resource/Georgette_Heyer"	"English"	"http://en.wikipedia.org/wiki/Arabella_(novel)?oldid=582702534"	"Georgette Heyer"	"http://en.wikipedia.org/wiki/Georgette_Heyer?oldid=604418490"
"http://dbpedia.org/resource/Arabella_(novel)"	"Arabella"	"http://dbpedia.org/resource/Georgette_Heyer"	"English"	"http://en.wikipedia.org/wiki/Arabella_(novel)?oldid=582702534"	"Heyer, Georgette"	"http://en.wikipedia.org/wiki/Georgette_Heyer?oldid=604418490"
"http://dbpedia.org/resource/Beau_Brocade"	"Beau Brocade"	"http://dbpedia.org/resource/Emma_Orczy"	"English"	"http://en.wikipedia.org/wiki/Beau_Brocade?oldid=544712124"	"Baroness Emma Orczy"	"http://en.wikipedia.org/wiki/Emma_Orczy?oldid=605762313"
"http://dbpedia.org/resource/Beau_Brocade"	"Beau Brocade"	"http://dbpedia.org/resource/Emma_Orczy"	"English"	"http://en.wikipedia.org/wiki/Beau_Brocade?oldid=544712124"	"Orczy, Emma"	"http://en.wikipedia.org/wiki/Emma_Orczy?oldid=605762313"
"http://dbpedia.org/resource/Beau_Brocade"	"Beau Brocade"	"http://dbpedia.org/resource/Emma_Orczy"	"English"	"http://en.wikipedia.org/wiki/Beau_Brocade?oldid=544712124"	"Emma Orczy"	"http://en.wikipedia.org/wiki/Emma_Orczy?oldid=605762313"
"http://dbpedia.org/resource/Best_Kept_Secret_(novel)"	"Best Kept Secret"	"http://dbpedia.org/resource/Jeffrey_Archer"	"English"	"http://en.wikipedia.org/wiki/Best_Kept_Secret_(novel)?oldid=605007401"	"Archer, Jeffrey Howard"	"http://en.wikipedia.org/wiki/Jeffrey_Archer?oldid=606228342"
